BriefDescription,ProjectYear,InternalProjectID,ImprovementType,AreaTypeFuncClass,main_ProjectInformation.State,TollType,TrafficForecast,ForecastYear,ForecastYearType,YearForecastProduced,ForecastingAgency,ForecastMethodology,SegmentDescription,ProjectID,SegmentID,CountID,Year_ofObservation,Count,Station_Identifier,main_TrafficCounts.State,CounterID,FunctionalClass,AdjustedForecast,Error,PercentError,AbsPE,Comments
Beltway M.P. 6.217.",2003,410983-1,4,3,FL,No Tolls on 1+ lane,58300,2007,1,2003,5-Consultant,4,Dillard St. to Turnpike Ramp,"12-9293-410983-1-The SR 50 Widening/Resurfacing Existing Lanes Project from Avalon Road M.P. 3.080 to SR 429/Western
Beltway M.P. 6.217.",3,12-24985-750518,2009,49500,750518,Florida,12-24985-750518,3,58300,8800,15.09433962,15.09433962,
The SR 44 Resurfacing Project from Myrtle Ave (M.P. 0.675) to US 1 (M.P. 0.934).,2006,410777-1,1,3,FL,No Tolls on 1+ lane,11600,2008,1,2006,5-Consultant,4,,12-9294-410777-1-The SR 44 Resurfacing Project from Myrtle Ave (M.P. 0.675) to US 1 (M.P. 0.934).,1,12-24986-790516,2010,12500,790516,Florida,12-24986-790516,4,11600,-900,-7.75862069,7.75862069,
The SR 35/US 301 Widening & Resurfacing Project The SR 35/US 301 Widening & Resurfacing Project,2004,410250-1,4,1,FL,No Tolls on 1+ lane,6500,2009,1,2004,5-Consultant,4,,12-9295-410250-1-The SR 35/US 301 Widening & Resurfacing Project The SR 35/US 301 Widening & Resurfacing Project,1,12-24987-180041,2011,5500,180041,Florida,12-24987-180041,4,6500,1000,15.38461538,15.38461538,
"The Resurfacing Project for SR 400 limits begin
east of SR 44 (M.P. 14.668) and end east of SR 600 (M.P. 25.274).",2002,409847-1,1,1,FL,No Tolls on 1+ lane,45000,2004,1,2002,5-Consultant,1,MP 14.6880to MP 25.274,"12-9297-409847-1-The Resurfacing Project for SR 400 limits begin
east of SR 44 (M.P. 14.668) and end east of SR 600 (M.P. 25.274).",1,12-24989-790486,2006,47500,790486,Florida,12-24989-790486,3,45000,-2500,-5.555555556,5.555555556,
"The Resurfacing Project for SR 400 limits begin
east of SR 44 (M.P. 14.668) and end east of SR 600 (M.P. 25.274).",2002,409847-1,1,1,FL,No Tolls on 1+ lane,57700,2014,2,2002,5-Consultant,1,MP 14.6880to MP 25.274,"12-9297-409847-1-The Resurfacing Project for SR 400 limits begin
east of SR 44 (M.P. 14.668) and end east of SR 600 (M.P. 25.274).",1,12-24989-790486,2016,56000,790486,Florida,12-24989-790486,3,45000,-11000,-24.44444444,24.44444444,
The SR 9 Resurfacing Project from M.P. 17.832 to M.P. 22.550,2003,409846-1,1,1,FL,No Tolls on 1+ lane,29800,2004,1,2003,5-Consultant,1,MP 17.8320to 22.55,12-9298-409846-1-The SR 9 Resurfacing Project from M.P. 17.832 to M.P. 22.550,1,12-24990-700363,2006,35000,700363,Florida,12-24990-700363,3,29800,-5200,-17.44966443,17.44966443,
The SR 9 Resurfacing Project from M.P. 17.832 to M.P. 22.550,2003,409846-1,1,1,FL,No Tolls on 1+ lane,38700,2014,2,2003,5-Consultant,1,MP 17.8320to 22.55,12-9298-409846-1-The SR 9 Resurfacing Project from M.P. 17.832 to M.P. 22.550,1,12-24990-700363,2016,40000,700363,Florida,12-24990-700363,3,29850,-10150,-34.00335008,34.00335008,
"The SR 9  Add Lanes and Rehabilitate Pavement Project from SR 50 (M.P. 13.900) to
Volusia County Line (M.P. 31.190)",2006,406869-5,1,3,FL,No Tolls on 1+ lane,45000,2012,1,2006,5-Consultant,1,,"12-9318-406869-5-The SR 9  Add Lanes and Rehabilitate Pavement Project from SR 50 (M.P. 13.900) to
Volusia County Line (M.P. 31.190)",2,12-25008-700363,2014,29500,700363,Florida,12-25008-700363,1,45000,15500,34.44444444,34.44444444,
"The Resurfacing Project for SR 19 begin at
SR 50 (M.P. 0.000) and end at South Dixie Drive (M.P. 11.916).",2002,409180-1,1,1,FL,No Tolls on 1+ lane,8500,2004,1,2002,5-Consultant,5,US 27 to MP 11.916,"12-9299-409180-1-The Resurfacing Project for SR 19 begin at
SR 50 (M.P. 0.000) and end at South Dixie Drive (M.P. 11.916).",1,12-24991-110045,2006,7700,110045,Florida,12-24991-110045,4,8500,800,9.411764706,9.411764706,
"The Resurfacing Project for SR 19 begin at
SR 50 (M.P. 0.000) and end at South Dixie Drive (M.P. 11.916).",2002,409180-1,1,1,FL,No Tolls on 1+ lane,5800,2004,1,2002,5-Consultant,5,Bridge to US 27,"12-9300-409180-1-The Resurfacing Project for SR 19 begin at
SR 50 (M.P. 0.000) and end at South Dixie Drive (M.P. 11.916).",2,12-24992-110376,2006,6400,110376,Florida,12-24992-110376,4,5800,-600,-10.34482759,10.34482759,
"The Resurfacing Project for SR 19 begin at
SR 50 (M.P. 0.000) and end at South Dixie Drive (M.P. 11.916).",2002,409180-1,1,1,FL,No Tolls on 1+ lane,6700,2014,2,2002,5-Consultant,5,Bridge to US 27,"12-9300-409180-1-The Resurfacing Project for SR 19 begin at
SR 50 (M.P. 0.000) and end at South Dixie Drive (M.P. 11.916).",2,12-24992-110376,2016,7100,110376,Florida,12-24992-110376,4,3250,-3850,-118.4615385,118.4615385,
"The Resurfacing Project for SR 19 begin at
SR 50 (M.P. 0.000) and end at South Dixie Drive (M.P. 11.916).",2002,409180-1,1,1,FL,No Tolls on 1+ lane,5800,2004,1,2002,5-Consultant,5,Bridge,"12-9301-409180-1-The Resurfacing Project for SR 19 begin at
SR 50 (M.P. 0.000) and end at South Dixie Drive (M.P. 11.916).",3,12-24992-110376,2006,6400,110376,Florida,12-24992-110376,4,5800,-600,-10.34482759,10.34482759,
"The Resurfacing Project for SR 19 begin at
SR 50 (M.P. 0.000) and end at South Dixie Drive (M.P. 11.916).",2002,409180-1,1,1,FL,No Tolls on 1+ lane,6700,2014,2,2002,5-Consultant,5,Bridge,"12-9301-409180-1-The Resurfacing Project for SR 19 begin at
SR 50 (M.P. 0.000) and end at South Dixie Drive (M.P. 11.916).",3,12-24992-110376,2016,7100,110376,Florida,12-24992-110376,4,3250,-3850,-118.4615385,118.4615385,
The Resurfacing Project for SR 15/Hoffner Road begin at SR 436/Semoran Boulevard (M.P. 11.578) and end at Mauna Loa Lane (M.P. 12.200),2002,409093-1,1,3,FL,No Tolls on 1+ lane,22200,2005,1,2002,5-Consultant,5,MP 11.578 to MP 12.2,12-9309-409093-1-The Resurfacing Project for SR 15/Hoffner Road begin at SR 436/Semoran Boulevard (M.P. 11.578) and end at Mauna Loa Lane (M.P. 12.200),1,12-24999-110045,2007,7900,110045,Florida,12-24999-110045,4,22200,14300,64.41441441,64.41441441,
the resurfacing of S.R. 15 (U.S. 441) from Post Office Road to S.R. 15/500,2004,409173-1,1,1,FL,No Tolls on 1+ lane,1500,2004,1,2004,5-Consultant,4,North of SR 60,12-9302-409173-1-the resurfacing of S.R. 15 (U.S. 441) from Post Office Road to S.R. 15/500,1,12-24993-920044,2006,1500,920044,Florida,12-24993-920044,3,1500,0,0,0,
the resurfacing of S.R. 15 (U.S. 441) from Post Office Road to S.R. 15/500,2004,409173-1,1,1,FL,No Tolls on 1+ lane,2400,2014,2,2004,5-Consultant,4,North of SR 60,12-9302-409173-1-the resurfacing of S.R. 15 (U.S. 441) from Post Office Road to S.R. 15/500,1,12-24993-920044,2016,1250,920044,Florida,12-24993-920044,3,1500,250,16.66666667,16.66666667,
the resurfacing of S.R. 15 (U.S. 441) from Post Office Road to S.R. 15/501,2004,409173-1,1,1,FL,No Tolls on 1+ lane,3100,2004,1,2004,5-Consultant,4,south of SR 15/500,12-9303-409173-1-the resurfacing of S.R. 15 (U.S. 441) from Post Office Road to S.R. 15/501,2,12-24994-921006,2006,2700,921006,Florida,12-24994-921006,3,3100,400,12.90322581,12.90322581,
the resurfacing of S.R. 15 (U.S. 441) from Post Office Road to S.R. 15/501,2004,409173-1,1,1,FL,No Tolls on 1+ lane,5000,2014,2,2004,5-Consultant,4,south of SR 15/500,12-9303-409173-1-the resurfacing of S.R. 15 (U.S. 441) from Post Office Road to S.R. 15/501,2,12-24994-921006,2016,2200,921006,Florida,12-24994-921006,3,4100,1900,46.34146341,46.34146341,
The Resurfacing Project for SR 519/Fiske Boulevard limits begin 0.20 miles south of I-95 (M.P. 0.000) and end at SR 520 (M.P. 4.604).,2002,409167-1,1,1,FL,No Tolls on 1+ lane,6400,2005,1,2002,5-Consultant,5,MP 0.000 to MP 0.246,12-9304-409167-1-The Resurfacing Project for SR 519/Fiske Boulevard limits begin 0.20 miles south of I-95 (M.P. 0.000) and end at SR 520 (M.P. 4.604).,1,12-24995-700430,2007,9800,700430,Florida,12-24995-700430,4,6400,-3400,-53.125,53.125,
The Resurfacing Project for SR 519/Fiske Boulevard limits begin 0.20 miles south of I-95 (M.P. 0.000) and end at SR 520 (M.P. 4.604).,2002,409167-1,1,1,FL,No Tolls on 1+ lane,13000,2015,2,2002,5-Consultant,5,MP 0.000 to MP 0.246,12-9304-409167-1-The Resurfacing Project for SR 519/Fiske Boulevard limits begin 0.20 miles south of I-95 (M.P. 0.000) and end at SR 520 (M.P. 4.604).,1,12-24995-700430,2017,23500,700430,Florida,12-24995-700430,4,3100,-20400,-658.0645161,658.0645161,Consistent with the database and project document. Rural area.
The Resurfacing Project for SR 519/Fiske Boulevard limits begin 0.20 miles south of I-95 (M.P. 0.000) and end at SR 520 (M.P. 4.604).,2002,409167-1,1,3,FL,No Tolls on 1+ lane,23400,2005,1,2002,5-Consultant,5,MP 0.246 to MP 4.604,12-9305-409167-1-The Resurfacing Project for SR 519/Fiske Boulevard limits begin 0.20 miles south of I-95 (M.P. 0.000) and end at SR 520 (M.P. 4.604).,2,12-24995-700430,2007,9800,700430,Florida,12-24995-700430,4,23400,13600,58.11965812,58.11965812,
The Resurfacing Project for SR 519/Fiske Boulevard limits begin 0.20 miles south of I-95 (M.P. 0.000) and end at SR 520 (M.P. 4.604).,2002,409167-1,1,3,FL,No Tolls on 1+ lane,33900,2015,2,2002,5-Consultant,5,MP 0.246 to MP 4.604,12-9305-409167-1-The Resurfacing Project for SR 519/Fiske Boulevard limits begin 0.20 miles south of I-95 (M.P. 0.000) and end at SR 520 (M.P. 4.604).,2,12-24995-700430,2017,23500,700430,Florida,12-24995-700430,4,24000,500,2.083333333,2.083333333,
the resurfacing of S.R. 404 from S.R. 5 to S.R. A1A,2002,409165-1,1,3,FL,No Tolls on 1+ lane,39700,2004,1,2002,5-Consultant,5,SR 5 to SR 513,12-9307-409165-1-the resurfacing of S.R. 404 from S.R. 5 to S.R. A1A,1,12-24997-700391,2006,45000,700391,Florida,12-24997-700391,3,39700,-5300,-13.35012594,13.35012594,
the resurfacing of S.R. 404 from S.R. 5 to S.R. A1A,2002,409165-1,1,3,FL,No Tolls on 1+ lane,48400,2014,2,2002,5-Consultant,5,SR 5 to SR 513,12-9307-409165-1-the resurfacing of S.R. 404 from S.R. 5 to S.R. A1A,1,12-24997-700391,2016,43000,700391,Florida,12-24997-700391,3,39650,-3350,-8.448928121,8.448928121,
the resurfacing of S.R. 404 from S.R. 5 to S.R. A1A,2002,409165-1,1,3,FL,No Tolls on 1+ lane,16200,2004,1,2002,5-Consultant,5,SR 513 to SR A1A,12-9308-409165-1-the resurfacing of S.R. 404 from S.R. 5 to S.R. A1A,2,12-24998-700389,2006,20500,700389,Florida,12-24998-700389,3,16200,-4300,-26.54320988,26.54320988,
the resurfacing of S.R. 404 from S.R. 5 to S.R. A1A,2002,409165-1,1,3,FL,No Tolls on 1+ lane,19800,2014,2,2002,5-Consultant,5,SR 513 to SR A1A,12-9308-409165-1-the resurfacing of S.R. 404 from S.R. 5 to S.R. A1A,2,12-24998-700389,2016,21000,700389,Florida,12-24998-700389,3,11050,-9950,-90.04524887,90.04524887,
"The SR 464  Corridor Improvement Project from SW 7th Avenue (M.P. 0.953) to CR 464A/
Magnolia Avenue/ Lake Weir Road (M.P. 1.937).",2006,408905-1,12,3,FL,No Tolls on 1+ lane,27200,2007,1,2006,5-Consultant,1,MP 0.953 to MP 1.937,"12-9310-408905-1-The SR 464  Corridor Improvement Project from SW 7th Avenue (M.P. 0.953) to CR 464A/
Magnolia Avenue/ Lake Weir Road (M.P. 1.937).",1,12-25000-360463,2009,41500,360463,Florida,12-25000-360463,4,27200,-14300,-52.57352941,52.57352941,
"The SR 11 Replace Low Level Bridge Project from Little Haw Creek (M.P. 0.400) to Bridge #
730015 (M.P. 0.500)",2005,408639-1,1,1,FL,No Tolls on 1+ lane,2800,2008,1,2005,5-Consultant,1,Bridge,"12-9311-408639-1-The SR 11 Replace Low Level Bridge Project from Little Haw Creek (M.P. 0.400) to Bridge #
730015 (M.P. 0.500)",1,12-25001-730009,2010,2600,730009,Florida,12-25001-730009,3,2800,200,7.142857143,7.142857143,
The SR 11  Resurfacing Project include SR 11 from Volusia County Line (M.P. 0.000) to SR 5/US 1 (M.P. 15.507).,2005,417141-1,1,1,FL,No Tolls on 1+ lane,3150,2008,1,2005,5-Consultant,1,SR 11 North of Volusia County Line,12-9343-417141-1-The SR 11  Resurfacing Project include SR 11 from Volusia County Line (M.P. 0.000) to SR 5/US 1 (M.P. 15.507).,1,12-25032-730009,2010,2600,730009,Florida,12-25032-730009,4,3150,550,17.46031746,17.46031746,
The SR 11  Resurfacing Project include SR 11 from Volusia County Line (M.P. 0.000) to SR 5/US 1 (M.P. 15.507).,2005,417141-1,1,1,FL,No Tolls on 1+ lane,4850,2008,1,2005,5-Consultant,1,SR 11 South of US 1,12-9344-417141-1-The SR 11  Resurfacing Project include SR 11 from Volusia County Line (M.P. 0.000) to SR 5/US 1 (M.P. 15.507).,2,12-25033-735009,2010,6000,735009,Florida,12-25033-735009,4,4850,-1150,-23.71134021,23.71134021,
"The SR 9  Add Lanes and Rehabilitate Pavement Project from SR 50 (M.P. 13.900) to
Volusia County Line (M.P. 31.190)",2006,406869-3,1,3,FL,No Tolls on 1+ lane,53400,2012,1,2006,5-Consultant,1,,"12-9317-406869-3-The SR 9  Add Lanes and Rehabilitate Pavement Project from SR 50 (M.P. 13.900) to
Volusia County Line (M.P. 31.190)",1,12-25007-700364,2014,52500,700364,Florida,12-25007-700364,1,53400,900,1.685393258,1.685393258,
"The SR 9 Add Lanes & Rehabilitate Pavement Project from North of SR 528 (M.P. 4.400) to
SR 50 (M.P. 14.400).",2005,405506-2,4,2,FL,No Tolls on 1+ lane,53700,2010,1,2005,5-Consultant,1,,"12-9320-405506-2-The SR 9 Add Lanes & Rehabilitate Pavement Project from North of SR 528 (M.P. 4.400) to
SR 50 (M.P. 14.400).",1,12-25010-700439,2012,36500,700439,Florida,12-25010-700439,3,53700,17200,32.02979516,32.02979516,
The Add Lanes & Reconstruct Project for SR 426 begin at Mitchell Hammock Road (M.P. 5.050) and end at Pine Street (M.P.6.000).,2002,404525-1,4,3,FL,No Tolls on 1+ lane,20600,2006,1,2002,5-Consultant,5,Pine Street to Clark Street,12-9323-404525-1-The Add Lanes & Reconstruct Project for SR 426 begin at Mitchell Hammock Road (M.P. 5.050) and end at Pine Street (M.P.6.000).,1,12-25013-770020,2008,19900,770020,Florida,12-25013-770020,3,20600,700,3.398058252,3.398058252,
The Add Lanes & Reconstruct Project for SR 426begin at Mitchell Hammock Road (M.P. 5.050) and end at Pine Street (M.P.6.000).,2002,404525-1,4,3,FL,No Tolls on 1+ lane,26300,2006,1,2002,5-Consultant,5,lark Street to Mitchel Hammock Road,12-9324-404525-1-The Add Lanes & Reconstruct Project for SR 426begin at Mitchell Hammock Road (M.P. 5.050) and end at Pine Street (M.P.6.000).,2,12-25014-770020,2008,19900,770020,Florida,12-25014-770020,3,26300,6400,24.33460076,24.33460076,
"The SR 15/600  Interchange (Major) Project Interchange of SR 15/600 and SR 436 (M.P. 1.500) to (M.P.
2.000)",2006,404418-1,2,3,FL,No Tolls on 1+ lane,51500,2006,1,2006,5-Consultant,1,,"12-9325-404418-1-The SR 15/600  Interchange (Major) Project Interchange of SR 15/600 and SR 436 (M.P. 1.500) to (M.P.
2.000)",1,12-25015-770019,2008,49000,770019,Florida,12-25015-770019,3,51500,2500,4.854368932,4.854368932,
"The Add-Lanes Project for SR 9 begin
1.2 miles north of SR 40 (M.P. 36.500) and end at Flagler County Line (M.P. 45.800).",2002,242696-1,4,1,FL,No Tolls on 1+ lane,46600,2003,1,2002,5-Consultant,1,,"12-9327-242696-1-The Add-Lanes Project for SR 9 begin
1.2 miles north of SR 40 (M.P. 36.500) and end at Flagler County Line (M.P. 45.800).",1,12-25017-790495,2005,58500,790495,Florida,12-25017-790495,3,46600,-11900,-25.53648069,25.53648069,
"The Add-Lanes Project for SR 9 begin
1.2 miles north of SR 40 (M.P. 36.500) and end at Flagler County Line (M.P. 45.800).",2002,242696-1,4,1,FL,No Tolls on 1+ lane,59100,2013,2,2002,5-Consultant,1,,"12-9327-242696-1-The Add-Lanes Project for SR 9 begin
1.2 miles north of SR 40 (M.P. 36.500) and end at Flagler County Line (M.P. 45.800).",1,12-25017-790495,2015,63500,790495,Florida,12-25017-790495,3,44900,-18600,-41.42538976,41.42538976,
"The SR 400 Resurfacing, Widening and New Construction Project from Orange County Line (M.P. 0.000) to 1.0 mile north of SR 434 (M.P. 4.500).",2005,242592-2,4,3,FL,No Tolls on 1+ lane,148500,2009,1,2005,5-Consultant,1,,"12-9329-242592-2-The SR 400 Resurfacing, Widening and New Construction Project from Orange County Line (M.P. 0.000) to 1.0 mile north of SR 434 (M.P. 4.500).",1,12-25019-770267,2011,142000,770267,Florida,12-25019-770267,1,148500,6500,4.377104377,4.377104377,
"The CR 484 Add Lanes and Reconstruct (0213) Project from 2200 East of I-75 (M.P. 9.638)
to SE 47th Ave (M.P. 14.506)",2005,241543-1,4,3,FL,No Tolls on 1+ lane,16600,2008,1,2005,5-Consultant,4,,"12-9330-241543-1-The CR 484 Add Lanes and Reconstruct (0213) Project from 2200 East of I-75 (M.P. 9.638)
to SE 47th Ave (M.P. 14.506)",1,12-25020-360467,2010,11300,360467,Florida,12-25020-360467,3,16600,5300,31.92771084,31.92771084,
Port Malabar Blvd. Bridge Replacement Project on Port Malabar Blvd. from M.P. 0.201 to M.P. 0.223,2007,241211-1,1,3,FL,No Tolls on 1+ lane,14200,2010,1,2007,5-Consultant,5,,12-9331-241211-1-Port Malabar Blvd. Bridge Replacement Project on Port Malabar Blvd. from M.P. 0.201 to M.P. 0.223,1,12-25021-700379,2012,17000,700379,Florida,12-25021-700379,4,14200,-2800,-19.71830986,19.71830986,
"The CR 402 Construct High Level Bridge Project CR 402, from M.P. 2.949 to M.P. 11.774",2002,241200-1,11,1,FL,No Tolls on 1+ lane,5430,2005,1,2002,5-Consultant,5,,"12-9332-241200-1-The CR 402 Construct High Level Bridge Project CR 402, from M.P. 2.949 to M.P. 11.774",1,12-25021-700379,2007,16500,700379,Florida,12-25021-700379,6,5645,-10855,-192.2940655,192.2940655,
"The CR 402 Construct High Level Bridge Project CR 402, from M.P. 2.949 to M.P. 11.774",2002,241200-1,11,1,FL,No Tolls on 1+ lane,5860,2015,2,2002,5-Consultant,5,,"12-9332-241200-1-The CR 402 Construct High Level Bridge Project CR 402, from M.P. 2.949 to M.P. 11.774",1,12-25021-700379,2017,19600,700379,Florida,12-25021-700379,6,5645,-13955,-247.2099203,247.2099203,Database issue. Wrong station allocation.
"The Add Left Turn Lane(s) Project begin at south of US 92 Extension (M.P.
15.072) to the US 92 Extension (M.P. 15.172)",2004,241020-1,4,3,FL,No Tolls on 1+ lane,30100,2007,1,2004,5-Consultant,5,,"12-9334-241020-1-The Add Left Turn Lane(s) Project begin at south of US 92 Extension (M.P.
15.072) to the US 92 Extension (M.P. 15.172)",1,12-25023-790066,2009,25000,790066,Florida,12-25023-790066,3,30100,5100,16.94352159,16.94352159,
The SR 5 intersection improvement project at Canal Street from (M.P. 18.030) to (M.P. 18.320,2010,240992-5,2,3,FL,No Tolls on 1+ lane,25000,2012,1,2010,5-Consultant,4,,12-9335-240992-5-The SR 5 intersection improvement project at Canal Street from (M.P. 18.030) to (M.P. 18.320,1,12-25024-795155,2014,24500,795155,Florida,12-25024-795155,3,25000,500,2,2,
"The SR 5/US 1 (Ridgewood Avenue)  intersection improvement project from South of
Dunlawton Avenue (M.P. 27.400) to North of Herbert Street (M.P. 27.850",2010,240992-2,2,3,FL,No Tolls on 1+ lane,20200,2012,1,2010,5-Consultant,4,,"12-9336-240992-2-The SR 5/US 1 (Ridgewood Avenue)  intersection improvement project from South of
Dunlawton Avenue (M.P. 27.400) to North of Herbert Street (M.P. 27.850",1,12-25025-795057,2014,19600,795057,Florida,12-25025-795057,3,20200,600,2.97029703,2.97029703,
The Add Lanes & Reconstruct Project for SR 15/600 begin at SR 472 (M.P. 9.407) and end at SR 15A (M.P. 11.322,2002,240887-1,4,3,FL,No Tolls on 1+ lane,44700,2008,1,2002,5-Consultant,5,,12-9338-240887-1-The Add Lanes & Reconstruct Project for SR 15/600 begin at SR 472 (M.P. 9.407) and end at SR 15A (M.P. 11.322,1,12-25027-791004,2010,47500,791004,Florida,12-25027-791004,3,44700,-2800,-6.263982103,6.263982103,
"The SR 520 Traffic Ops Improvement Project on SR 520 from East of SR 5 (M.P. 8.750) to East of Forrest
Ave (M.P. 9.035).",2005,416408-1,12,3,FL,No Tolls on 1+ lane,48500,2008,1,2005,5-Consultant,1,MP 8.75 to MP 9.035,"12-9340-416408-1-The SR 520 Traffic Ops Improvement Project on SR 520 from East of SR 5 (M.P. 8.750) to East of Forrest
Ave (M.P. 9.035).",1,12-25029-705119,2010,32500,705119,Florida,12-25029-705119,3,48500,16000,32.98969072,32.98969072,
"The SR 93 Resurfacing Project on SR 93 from SR 91(Floridas Turnpike) (M.P. 21.730) to Marion County Line
(M.P. 28.996)",2006,416939-1,1,1,FL,No Tolls on 1+ lane,82900,2008,1,2006,5-Consultant,5,MP 21.730 to South of SR 93,"12-9341-416939-1-The SR 93 Resurfacing Project on SR 93 from SR 91(Floridas Turnpike) (M.P. 21.730) to Marion County Line
(M.P. 28.996)",1,12-25030-180186,2010,71500,180186,Florida,12-25030-180186,3,82900,11400,13.75150784,13.75150784,
"The SR 93 Resurfacing Project on SR 93 from SR 91(Floridas Turnpike) (M.P. 21.730) to Marion County Line
(M.P. 28.996)",2006,416939-1,1,1,FL,No Tolls on 1+ lane,83200,2008,1,2006,5-Consultant,5,North of SR 93 to MP 28.996,"12-9342-416939-1-The SR 93 Resurfacing Project on SR 93 from SR 91(Floridas Turnpike) (M.P. 21.730) to Marion County Line
