BriefDescription,ProjectYear,InternalProjectID,AreaTypeFuncClass,main_ProjectInformation.State,TollType,TrafficForecast,ForecastYear,ForecastYearType,YearForecastProduced,ForecastingAgency,ForecastMethodology,SegmentDescription,ProjectID,SegmentID,CountID,Year_ofObservation,Count,Station_Identifier,main_TrafficCounts.State,CounterID,FunctionalClass,ImprovementType
SR 822 (Sheridan Street) from CSX Railroad (MP 2.540) to west of N 26th Avenue (MP 3.012) including NB/SB I-95 Off-Ramps,2011,8952,,FL,No Tolls on 1+ lane,18500,2013,1,2011,1-State DOT,"1-Traffic count trend, 4-Regional travel model",I-95 NB Off-Ramp at Sheridan St,12-8952--SR 822 (Sheridan Street) from CSX Railroad (MP 2.540) to west of N 26th Avenue (MP 3.012) including NB/SB I-95 Off-Ramps,86070000,12-24634-864012,2013,16000,864012,Florida,12-24634-864012,,1
SR 822 (Sheridan Street) from CSX Railroad (MP 2.540) to west of N 26th Avenue (MP 3.012) including NB/SB I-95 Off-Ramps,2011,8953,,FL,No Tolls on 1+ lane,20100,2013,1,2011,1-State DOT,"1-Traffic count trend, 4-Regional travel model",I-95 SB Off-Ramp at Sheridan St,12-8953--SR 822 (Sheridan Street) from CSX Railroad (MP 2.540) to west of N 26th Avenue (MP 3.012) including NB/SB I-95 Off-Ramps,86070000,12-24635-864014,2013,17000,864014,Florida,12-24635-864014,,1
SR-848/ Stirling Rd from E. of SR-817/ University Dr to E. of SR-7,2011,8954,,FL,No Tolls on 1+ lane,37000,2015,1,2011,1-State DOT,1-Traffic count trend,East of Universty Drive to Davie Road,12-8954--SR-848/ Stirling Rd from E. of SR-817/ University Dr to E. of SR-7,86016000,12-24636-860028,2015,36200,860028,Florida,12-24636-860028,,1
CR-68/ Orange Ave from Graves Road to SR 713/ Kings Hwy-Loc 1,2011,8956,,FL,No Tolls on 1+ lane,3100,2014,1,2011,1-State DOT,"1-Traffic count trend, 4-Regional travel model",CR-68/ Orange Ave from Graves Road to Florida TPK,12-8956--CR-68/ Orange Ave from Graves Road to SR 713/ Kings Hwy-Loc 1,94070000,12-24638-940144,2014,3221,940144,Florida,12-24638-940144,,1
CR-68/ Orange Ave from Graves Road to SR 713/ Kings Hwy-Loc 2,2011,8957,,FL,No Tolls on 1+ lane,14000,2014,1,2011,1-State DOT,"1-Traffic count trend, 4-Regional travel model",CR-68/ Orange Ave from Florida TPK to SR-713/ Kings Hwy,12-8957--CR-68/ Orange Ave from Graves Road to SR 713/ Kings Hwy-Loc 2,94070000,12-24639-940144,2014,3221,940144,Florida,12-24639-940144,,1
SR 809 Military Trial from Lake Worth Road to South of SR 80 (MP 20.360 to MP 24.200),2011,8958,,FL,No Tolls on 1+ lane,45800,2015,1,2011,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR 809 Military Trial from Lake Worth Road to South of SR 80 (MP 20.360 to MP 24.200),12-8958--SR 809 Military Trial from Lake Worth Road to South of SR 80 (MP 20.360 to MP 24.200),93070000,12-24640-930722,2015,51000,930722,Florida,12-24640-930722,,12
SR-811/ Dixie Hwy from S. of McNab (MP 5.445) to Atlantic Blvd (MP 6.92),2011,8959,,FL,No Tolls on 1+ lane,12000,2013,1,2011,1-State DOT,"1-Traffic count trend, 4-Regional travel model",from South of McNAB Road (MP 5.445) to (MP 6.783) NB one way,12-8959--SR-811/ Dixie Hwy from S. of McNab (MP 5.445) to Atlantic Blvd (MP 6.92),86170000,12-24641-865334,2013,11000,865334,Florida,12-24641-865334,,1
SR-811/ Dixie Hwy from S. of McNab (MP 5.445) to Atlantic Blvd (MP 6.92),2011,8960,,FL,No Tolls on 1+ lane,25200,2013,1,2011,1-State DOT,"1-Traffic count trend, 4-Regional travel model",From N of SW 3 Street (MP 6.783) to Atlantic Blvd (MP 6.920) TWO way,12-8960--SR-811/ Dixie Hwy from S. of McNab (MP 5.445) to Atlantic Blvd (MP 6.92),86170000,12-24642-860025,2013,24000,860025,Florida,12-24642-860025,,1
SR-811/ Dixie Hwy from S. of McNab (MP 5.445) to Atlantic Blvd (MP 6.92),2011,8961,,FL,No Tolls on 1+ lane,12200,2013,1,2011,1-State DOT,"1-Traffic count trend, 4-Regional travel model",from South of McNAB Road (MP 5.445) to (MP 6.783) SB one way,12-8961--SR-811/ Dixie Hwy from S. of McNab (MP 5.445) to Atlantic Blvd (MP 6.92),86170000,12-24643-865335,2013,9800,865335,Florida,12-24643-865335,,1
SR-5 from N. of Midway Rd (8.470) to Edwards Rd (MP 10.780),2011,8962,,FL,No Tolls on 1+ lane,35800,2015,1,2011,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR-5 from N. of Midway Rd (8.470) to Edwards Rd (MP 10.780),12-8962--SR-5 from N. of Midway Rd (8.470) to Edwards Rd (MP 10.780),94010000,12-24644-940020,2015,29000,940020,Florida,12-24644-940020,,12
SR-5 from N. of Midway Rd (8.470) to Edwards Rd (MP 10.780),2011,8963,,FL,No Tolls on 1+ lane,36700,2015,1,2011,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR-5 from N. of Midway Rd (8.470) to Edwards Rd (MP 10.780),12-8963--SR-5 from N. of Midway Rd (8.470) to Edwards Rd (MP 10.780),94010000,12-24645-940012,2015,30100,940012,Florida,12-24645-940012,,12
SR-7 from Holmberg Rd/ Johnson Rd (MP 23.400) to Palm Beach County Line (MP 24.590),2011,8964,,FL,No Tolls on 1+ lane,54300,2013,1,2011,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR-7 from Holmberg Rd/ Johnson Rd (MP 23.400) to Palm Beach County Line (MP 24.590),12-8964--SR-7 from Holmberg Rd/ Johnson Rd (MP 23.400) to Palm Beach County Line (MP 24.590),86100000,12-24646-860005,2013,56500,860005,Florida,12-24646-860005,,12
SR-7 from Holmberg Rd/ Johnson Rd (MP 23.400) to Palm Beach County Line (MP 24.590),2011,8965,,FL,No Tolls on 1+ lane,51400,2013,1,2011,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR-7 from Holmberg Rd/ Johnson Rd (MP 23.400) to Palm Beach County Line (MP 24.590),12-8965--SR-7 from Holmberg Rd/ Johnson Rd (MP 23.400) to Palm Beach County Line (MP 24.590),86100000,12-24647-860123,2013,54005,860123,Florida,12-24647-860123,,12
SR-25/ US 27 from (MP 11.916 to MP 16.050),2011,8966,,FL,No Tolls on 1+ lane,9000,2012,1,2011,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR-25/ US 27 from (MP 11.916 to MP 16.050),12-8966--SR-25/ US 27 from (MP 11.916 to MP 16.050),93160000,12-24648-930421,2012,7300,930421,Florida,12-24648-930421,,1
SR-5/ US-1 from Palm Beach/ Martin County Line (MP 0.000) to (MP 5.030) at the pavement Seam,2011,8967,,FL,No Tolls on 1+ lane,20500,2014,1,2011,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR-5/ US-1 from Palm Beach/ Martin County Line (MP 0.000) to (MP 5.030) at the pavement Seam,12-8967--SR-5/ US-1 from Palm Beach/ Martin County Line (MP 0.000) to (MP 5.030) at the pavement Seam,89010000,12-24649-899921,2014,16800,899921,Florida,12-24649-899921,,1
SR-80 from SR-15 (MP 0.000) to rail Road Tracks MP 3.440),2011,8969,,FL,No Tolls on 1+ lane,11800,2015,1,2011,1-State DOT,1-Traffic count trend,SR-80 from SR-15 (MP 0.000) to rail Road Tracks MP 3.440),12-8969--SR-80 from SR-15 (MP 0.000) to rail Road Tracks MP 3.440),93110001,12-24651-930035,2015,13600,930035,Florida,12-24651-930035,,1
SR-805 at 12th Avenue South,2011,8970,,FL,No Tolls on 1+ lane,13000,2015,1,2011,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR-805 at 12th Avenue South,12-8970--SR-805 at 12th Avenue South,93050000,12-24652-930668,2015,18700,930668,Florida,12-24652-930668,,12
SR-5/ US 1 from SR-842/ Broward Blvd (MP 0.000) to NE 17th Way (MP 1.830),2011,8971,,FL,No Tolls on 1+ lane,41500,2014,1,2011,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR-5/ US 1 from SR-842/ South of Sunrise,12-8971--SR-5/ US 1 from SR-842/ Broward Blvd (MP 0.000) to NE 17th Way (MP 1.830),86020000,12-24653-865157,2014,40500,865157,Florida,12-24653-865157,,1
SR-5/ US 1 from SR-842/ Broward Blvd (MP 0.000) to NE 17th Way (MP 1.830),2011,8972,,FL,No Tolls on 1+ lane,60500,2014,1,2011,1-State DOT,"1-Traffic count trend, 4-Regional travel model",Sunrise Blvd East of SR-5/ US 1,12-8972--SR-5/ US 1 from SR-842/ Broward Blvd (MP 0.000) to NE 17th Way (MP 1.830),86020000,12-24654-860209,2014,52000,860209,Florida,12-24654-860209,,1
SR 858 from E of SR 7 (MP 0.233) to W of Lake Shore Blvd. (MP 2.176),2011,8973,,FL,No Tolls on 1+ lane,30700,2015,1,2011,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR 858 fm E of SR 7 (MP 0.233) to W of Lake Shore Blvd. (MP 2.176),12-8973--SR 858 from E of SR 7 (MP 0.233) to W of Lake Shore Blvd. (MP 2.176),86200,12-24655-865303,2015,35000,865303,Florida,12-24655-865303,,12
SR-715 from W. Canal St. (MP 2.090) to SR-15 (MP 12.070),2011,8974,,FL,No Tolls on 1+ lane,11000,2015,1,2011,1-State DOT,"1-Traffic count trend, 4-Regional travel model",South of SR 717/Canal Street,12-8974--SR-715 from W. Canal St. (MP 2.090) to SR-15 (MP 12.070),93290000,12-24656-930078,2015,9900,930078,Florida,12-24656-930078,,12
SR-715 from W. Canal St. (MP 2.090) to SR-15 (MP 12.070),2011,8975,,FL,No Tolls on 1+ lane,8100,2015,1,2011,1-State DOT,"1-Traffic count trend, 4-Regional travel model",South of SR-812/Hooker Highway,12-8975--SR-715 from W. Canal St. (MP 2.090) to SR-15 (MP 12.070),93290000,12-24657-930257,2015,5200,930257,Florida,12-24657-930257,,12
SR-715 from W. Canal St. (MP 2.090) to SR-15 (MP 12.070),2011,8976,,FL,No Tolls on 1+ lane,6400,2015,1,2011,1-State DOT,"1-Traffic count trend, 4-Regional travel model",North of Airport Loop Road.,12-8976--SR-715 from W. Canal St. (MP 2.090) to SR-15 (MP 12.070),93290000,12-24658-930506,2015,3400,930506,Florida,12-24658-930506,,12
SR 817 at Nova Drive (MP 8.129),2012,8977,,FL,No Tolls on 1+ lane,53600,2015,1,2012,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR 817 at Nova Drive (MP 8.129),12-8977--SR 817 at Nova Drive (MP 8.129),86220000,12-24659-860114,2015,54500,860114,Florida,12-24659-860114,,2
SR 845/Powerline Rd. from N of 19th St. (MP 1.250) to NW 29th St. (MP 1.800),2012,8978,,FL,No Tolls on 1+ lane,26700,2015,1,2012,1-State DOT,4-Regional travel model,SR 845/Powerline Rd. from N of 19th St. (MP 1.250) to NW 29th St. (MP 1.800),12-8978--SR 845/Powerline Rd. from N of 19th St. (MP 1.250) to NW 29th St. (MP 1.800),86065000,12-24660-860438,2015,24600,860438,Florida,12-24660-860438,,1
SR 818/Griffin Rd. from (MP 6.176) to (MP 6.276),2012,8979,,FL,No Tolls on 1+ lane,33200,2014,1,2012,1-State DOT,4-Regional travel model,SR 818/Griffin Rd. from (MP 6.176) to (MP 6.276),12-8979--SR 818/Griffin Rd. from (MP 6.176) to (MP 6.276),86015000,12-24661-860475,2014,32500,860475,Florida,12-24661-860475,,1
SR A1A from Meade St. to Oak St.,2012,8980,,FL,No Tolls on 1+ lane,10800,2014,1,2012,1-State DOT,4-Regional travel model,SR A1A from Meade St. to Oak St.,12-8980--SR A1A from Meade St. to Oak St.,86030000,12-24662-865169,2014,10000,865169,Florida,12-24662-865169,,1
SR A1A FROM Mercedes River Small (MP 0.750) to Sunrise Blvd. (MP 0.969),2012,8981,,FL,No Tolls on 1+ lane,30900,2015,1,2012,1-State DOT,4-Regional travel model,Location # 1,12-8981--SR A1A FROM Mercedes River Small (MP 0.750) to Sunrise Blvd. (MP 0.969),86050000,12-24663-860429,2015,37000,860429,Florida,12-24663-860429,,1
SR A1A FROM Mercedes River Small (MP 0.750) to Sunrise Blvd. (MP 0.969),2012,8982,,FL,No Tolls on 1+ lane,16700,2015,1,2012,1-State DOT,4-Regional travel model,Location # 2,12-8982--SR A1A FROM Mercedes River Small (MP 0.750) to Sunrise Blvd. (MP 0.969),86050000,12-24664-865291,2015,16200,865291,Florida,12-24664-865291,,1
SR A1A FROM Mercedes River Small (MP 0.750) to Sunrise Blvd. (MP 0.969),2012,8983,,FL,No Tolls on 1+ lane,16100,2015,1,2012,1-State DOT,4-Regional travel model,Location # 3,12-8983--SR A1A FROM Mercedes River Small (MP 0.750) to Sunrise Blvd. (MP 0.969),86050000,12-24665-865025,2015,14900,865025,Florida,12-24665-865025,,1
SR A1A FROM Mercedes River Small (MP 0.750) to Sunrise Blvd. (MP 0.969),2012,8984,,FL,No Tolls on 1+ lane,16300,2015,1,2012,1-State DOT,4-Regional travel model,Location # 4,12-8984--SR A1A FROM Mercedes River Small (MP 0.750) to Sunrise Blvd. (MP 0.969),86050000,12-24666-865290,2015,18200,865290,Florida,12-24666-865290,,1
SR A1A FROM Mercedes River Small (MP 0.750) to Sunrise Blvd. (MP 0.969),2012,8985,,FL,No Tolls on 1+ lane,15800,2015,1,2012,1-State DOT,4-Regional travel model,Location # 5,12-8985--SR A1A FROM Mercedes River Small (MP 0.750) to Sunrise Blvd. (MP 0.969),86050000,12-24667-865390,2015,16000,865390,Florida,12-24667-865390,,1
SR A1A FROM Mercedes River Small (MP 0.750) to Sunrise Blvd. (MP 0.969),2012,8986,,FL,No Tolls on 1+ lane,32200,2015,1,2012,1-State DOT,4-Regional travel model,Location # 6,12-8986--SR A1A FROM Mercedes River Small (MP 0.750) to Sunrise Blvd. (MP 0.969),86050000,12-24668-860451,2015,33900,860451,Florida,12-24668-860451,,1
SR 810 (Hillsboro Boulevard fro Military Trial to US 1,2012,8987,,FL,No Tolls on 1+ lane,48600,2015,1,2012,1-State DOT,"1-Traffic count trend, 4-Regional travel model",Military Trail to SR 811 Dixie Highway,12-8987--SR 810 (Hillsboro Boulevard fro Military Trial to US 1,86120000,12-24669-860008,2015,45600,860008,Florida,12-24669-860008,,12
SR 810 (Hillsboro Boulevard fro Military Trial to US 2,2012,8988,,FL,No Tolls on 1+ lane,35300,2015,1,2012,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR 811 Dixie Highway to US 1,12-8988--SR 810 (Hillsboro Boulevard fro Military Trial to US 2,86120000,12-24670-860233,2015,28100,860233,Florida,12-24670-860233,,12
SR 812/Hooker Highway from MP 0.00 to MP 0.785,2012,8989,,FL,No Tolls on 1+ lane,6700,2014,1,2012,1-State DOT,4-Regional travel model,SR 812/Hooker Highway from MP 0.00 to MP 0.785,12-8989--SR 812/Hooker Highway from MP 0.00 to MP 0.785,93121000,12-24671-930765,2014,3600,930765,Florida,12-24671-930765,,1
SR 80/Hooker Highway from Railroad Crossing (MP 3.446) to CR 880 (MP 18.210),2012,8990,,FL,No Tolls on 1+ lane,10500,2015,1,2012,1-State DOT,6-Unknown Methodology,SR 80 from Railroad Crossing (MP 3.446) to Connors Highway (MP 13.372),12-8990--SR 80/Hooker Highway from Railroad Crossing (MP 3.446) to CR 880 (MP 18.210),93110001,12-24672-930764,2015,9300,930764,Florida,12-24672-930764,,1
SR 80/Hooker Highway from Railroad Crossing (MP 3.446) to CR 880 (MP 18.210),2012,8991,,FL,No Tolls on 1+ lane,14500,2015,1,2012,1-State DOT,6-Unknown Methodology,SR 80 from Connors Highway (MP 13.372) to CR 880 (MP 18.210),12-8991--SR 80/Hooker Highway from Railroad Crossing (MP 3.446) to CR 880 (MP 18.210),93110001,12-24673-930764,2015,9300,930764,Florida,12-24673-930764,,1
SR A1A from NE 14th Court (MP 3.850) to NE 18th Street (MP 4.320),2012,8992,,FL,No Tolls on 1+ lane,30300,2013,1,2012,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR A1A from NE 14th Court (MP 3.850) to NE 18th Street (MP 4.320),12-8992--SR A1A from NE 14th Court (MP 3.850) to NE 18th Street (MP 4.320),86050000,12-24674-860106,2013,19100,860106,Florida,12-24674-860106,,1
SR 842 from 24th Ave. to 7th Ave,2012,8994,,FL,No Tolls on 1+ lane,57900,2015,1,2012,1-State DOT,4-Regional travel model,Locaion # 2,12-8994--SR 842 from 24th Ave. to 7th Ave,86006000,12-24676-860200,2015,61900,860200,Florida,12-24676-860200,,1
"SR 842 Broward Boulevard/University
Drive",2013,8995,,FL,No Tolls on 1+ lane,57700,2015,1,2013,1-State DOT,2-Population growth rates,"SR 842 Broward Boulevard/University
Drive","12-8995--SR 842 Broward Boulevard/University
Drive",86006000,12-24677-860222,2015,45000,860222,Florida,12-24677-860222,,2
SR 869/SW 10th St. from Military trail (MP 1.427) to Natura Blvd (MP 2.152),2013,8998,,FL,No Tolls on 1+ lane,52800,2015,1,2013,1-State DOT,4-Regional travel model,Location # 1,12-8998--SR 869/SW 10th St. from Military trail (MP 1.427) to Natura Blvd (MP 2.152),89012000,12-24680-863015,2015,52800,863015,Florida,12-24680-863015,,6
SR 869/SW 10th St. from Military trail (MP 1.427) to Natura Blvd (MP 2.152),2013,8999,,FL,No Tolls on 1+ lane,33200,2015,1,2013,1-State DOT,4-Regional travel model,Location # 2,12-8999--SR 869/SW 10th St. from Military trail (MP 1.427) to Natura Blvd (MP 2.152),89012000,12-24681-860070,2015,27800,860070,Florida,12-24681-860070,,6
SR 9/I 95 ramp (MP 0.000) to WB SR 816/Oakland Park Blvd (MP 0.131),2013,9000,,FL,No Tolls on 1+ lane,12200,2015,1,2013,1-State DOT,1-Traffic count trend,SR 9/I 95 NB Off-ramp MP (0.000) to WB SR 816/Oakland Park Blvd (MP 0.131),12-9000--SR 9/I 95 ramp (MP 0.000) to WB SR 816/Oakland Park Blvd (MP 0.131),86070051,12-24682-864550,2015,13600,864550,Florida,12-24682-864550,,1
SR CR 611/Jenkins Rd. from 11001 South of SR 70 to 15001 North of SR 70,2013,9001,,FL,No Tolls on 1+ lane,14800,2015,1,2013,1-State DOT,"1-Traffic count trend, 4-Regional travel model",Location # 1,12-9001--SR CR 611/Jenkins Rd. from 11001 South of SR 70 to 15001 North of SR 70,94631003,12-24683-947027,2015,6400,947027,Florida,12-24683-947027,,2
SR CR 611/Jenkins Rd. from 11001 South of SR 70 to 15001 North of SR 71,2013,9002,,FL,No Tolls on 1+ lane,11200,2015,1,2013,1-State DOT,"1-Traffic count trend, 4-Regional travel model",Location # 2,12-9002--SR CR 611/Jenkins Rd. from 11001 South of SR 70 to 15001 North of SR 71,94631003,12-24684-940273,2015,8800,940273,Florida,12-24684-940273,,2
SR 710/SW Warfield Blvd from FPL Martin Power Plant Access Rd to CR 609/SW Allapattah Rd,2013,9003,,FL,No Tolls on 1+ lane,9300,2015,1,2013,1-State DOT,6-Unknown Methodology,SR 710/SW Warfield Blvd from FPL Martin Power Plant Access Rd to CR 609/SW Allapattah Rd,12-9003--SR 710/SW Warfield Blvd from FPL Martin Power Plant Access Rd to CR 609/SW Allapattah Rd,89070000,12-24685-890030,2015,6600,890030,Florida,12-24685-890030,,3
SR-834 at Andrews Ave. Ext/ Military Trail (MP 7.020),2014,9004,,FL,No Tolls on 1+ lane,45400,2015,1,2014,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR-834 at Andrews Ave. Ext/ Military Trail (MP 7.020),12-9004--SR-834 at Andrews Ave. Ext/ Military Trail (MP 7.020),86028000,12-24686-860255,2015,49300,860255,Florida,12-24686-860255,,2
SR 838/Sunrise Blvd from NE 17th Way to NE 20th Ave,2014,9005,,FL,No Tolls on 1+ lane,5700,2014,1,2014,1-State DOT,4-Regional travel model,NE 20th Ave.,12-9005--SR 838/Sunrise Blvd from NE 17th Way to NE 20th Ave,86005000,12-24687-869608,2014,4900,869608,Florida,12-24687-869608,,12
SR-84 from US-1 (MP 19.721) to S. Miami Rd (MP 19.775),2014,9006,,FL,No Tolls on 1+ lane,21900,2015,1,2014,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR-84 from US-1 (MP 19.721) to S. Miami Rd (MP 19.775),12-9006--SR-84 from US-1 (MP 19.721) to S. Miami Rd (MP 19.775),86080000,12-24688-865160,2015,24000,865160,Florida,12-24688-865160,,1
SR 5/US 1 from 11 Street to Silver Beach Road,2008,8864,,FL,No Tolls on 1+ lane,29200,2013,1,2008,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR 5/US 1 from 11 Street to Silver Beach Road,12-8864--SR 5/US 1 from 11 Street to Silver Beach Road,93020000,12-24546-930755,2013,23500,930755,Florida,12-24546-930755,,1
SR A1A from Azalea Terrace to (MP 4.030),2008,8865,,FL,No Tolls on 1+ lane,29100,2012,1,2008,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR A1A from Axalea Terrace ( MP 2.011) to S. of Sheridan Street (MP 4.0),12-8865--SR A1A from Azalea Terrace to (MP 4.030),86030000,12-24547-865042,2012,23000,865042,Florida,12-24547-865042,,12
SR A1A from Azalea Terrace to (MP 4.030),2008,8866,,FL,No Tolls on 1+ lane,24100,2011,1,2008,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR A1A from Axalea Terrace ( MP 2.011) to S. of Sheridan Street (MP 4.0),12-8866--SR A1A from Azalea Terrace to (MP 4.030),86030000,12-24548-865166,2011,19800,865166,Florida,12-24548-865166,,12
SR A1A from Cordova Road to Eastof Eisenhower Boulevard,2008,8867,,FL,No Tolls on 1+ lane,47700,2013,1,2008,1-State DOT,"1-Traffic count trend, 4-Regional travel model",Cordova Road to East Eisenhower Boulevard,12-8867--SR A1A from Cordova Road to Eastof Eisenhower Boulevard,86180000,12-24549-865306,2013,41000,865306,Florida,12-24549-865306,,1
SR 708 from Old Dixie Highway to 1100 feet east of Old Dixie Highway,2008,8868,,FL,No Tolls on 1+ lane,30100,2013,1,2008,1-State DOT,4-Regional travel model,SR 708 Blue Blvd from Dixie to US 1,12-8868--SR 708 from Old Dixie Highway to 1100 feet east of Old Dixie Highway,93012000,12-24550-930071,2013,16600,930071,Florida,12-24550-930071,,1
SR 70 Okeechobee Road Virginia Avenue from East of Jenkins Road (MP 21.600) to US 1 (MP 25.255),2008,8869,,FL,No Tolls on 1+ lane,39200,2012,1,2008,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR 70 from Jenkins Road to Virginia Avenue,12-8869--SR 70 Okeechobee Road Virginia Avenue from East of Jenkins Road (MP 21.600) to US 1 (MP 25.255),94030000,12-24551-940742,2012,27000,940742,Florida,12-24551-940742,,1
